metadata_path	display_name
Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleFodder3_	Pale Virtue
Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleFodderStrongbox3	Pale Virtue
Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleElite1_	Pale Angel
Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleEliteStrongbox1_	Pale Angel
Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleElite2__	Pale Seraphim
Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleEliteStrongbox2	Pale Seraphim
Metadata/Monsters/LeagueHellscape/PaleFaction/HellscapePaleBoss	The Pale Angel
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedDaggersBloodUltimatium	Chaos Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedDaggersBloodStrongbox	Chaos Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedDaggersChaosUltimatium	Chaos Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedDaggersChaosStrongbox	Chaos Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedDaggersCold_Ultimatium	Chaos Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedDaggersColdStrongbox	Chaos Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedDaggersFireUltimatium	Chaos Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedDaggersFireStrongbox	Chaos Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedDaggersLightningUltimatium	Chaos Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedDaggersLightningStrongbox	Chaos Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedKnifestickBloodUltimatium	Chaos Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedKnifestickBloodStrongbox	Chaos Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedKnifestickChaosUltimatium	Chaos Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedKnifestickChaosStrongbox	Chaos Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedKnifestickColdUltimatium	Chaos Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedKnifestickColdStrongbox	Chaos Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedKnifestickFireUltimatium	Chaos Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedKnifestickFireStrongbox	Chaos Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedKnifestickLightning__Ultimatium	Chaos Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedKnifestickLightningStrongbox	Chaos Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedSpearBloodUltimatium	Chaos Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedSpearBloodStrongbox	Chaos Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedSpearChaosUltimatium	Chaos Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedSpearChaosStrongbox	Chaos Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedSpearColdUltimatium	Chaos Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedSpearColdStrongbox	Chaos Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedSpearFireUltimatium	Chaos Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedSpearFireStrongbox	Chaos Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedSpearLightningUltimatium_	Chaos Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalFlayedSpearLightningStrongbox	Chaos Zealot
Metadata/Monsters/Strongbox/Daemon/SummonRandomPackDaemon	Daemon
Metadata/Monsters/Strongbox/Daemon/SummonVaalMonstersDaemon	Daemon
Metadata/Monsters/Strongbox/Daemon/SingleRevivingMonsterDaemon	Daemon
Metadata/Monsters/Strongbox/Daemon/SummonCorruptionMonstersDaemon_	Daemon
Metadata/Monsters/Strongbox/Daemon/SummonAdditionalNormalPackDaemon	Daemon
Metadata/Monsters/Strongbox/Daemon/SummonAdditionalMagicPackDaemon	Daemon
Metadata/Monsters/Strongbox/Daemon/SummonAdditionalRarePackDaemon	Daemon
Metadata/Monsters/Strongbox/Daemon/SummonVentorsDelayDaemon	Daemon
Metadata/Monsters/BloodBathers/BloodBatherDualWield/BloodBatherDualWieldUltimatium	Bloodrite Guard
Metadata/Monsters/BloodBathers/BloodBatherDualWield/BloodBatherDualWieldStrongbox	Bloodrite Guard
Metadata/Monsters/BloodBathers/BloodBatherMace/BloodBatherMaceUltimatium	Bloodrite Guard
Metadata/Monsters/BloodBathers/BloodBatherMace/BloodBatherMaceStrongbox	Bloodrite Guard
Metadata/Monsters/BloodBathers/BloodBatherShield/BloodBatherShieldUltimatium	Bloodrite Guard
Metadata/Monsters/BloodBathers/BloodBatherShield/BloodBatherShieldStrongbox	Bloodrite Guard
Metadata/Monsters/BloodBathers/BloodBatherFlail/BloodBatherFlailUltimatium	Bloodrite Guard
Metadata/Monsters/BloodBathers/BloodBatherFlail/BloodBatherFlailStrongbox	Bloodrite Guard
Metadata/Monsters/BloodBathers/BloodBatherSpear/BloodBatherSpearUltimatium	Bloodrite Guard
Metadata/Monsters/BloodBathers/BloodBatherSpear/BloodBatherSpearStrongbox	Bloodrite Guard
Metadata/Monsters/BloodBathers/BloodBatherSword/BloodBatherSwordUltimatium	Bloodrite Guard
Metadata/Monsters/BloodBathers/BloodBatherSword/BloodBatherSwordStrongbox	Bloodrite Guard
Metadata/Monsters/BloodCultistDrones/BloodBatherMageUltimatium	Bloodrite Priest
Metadata/Monsters/BloodCultistDrones/BloodBatherMageStrongbox	Bloodrite Priest
Metadata/Monsters/LeagueAzmeri/GuidingLight/GuidingLightDaemonMaze_	Daemon
Metadata/Monsters/EssenceModDaemons/MonsterEssenceModFire1	Daemon
Metadata/Monsters/EssenceModDaemons/MonsterEssenceModCold1	Daemon
Metadata/Monsters/EssenceModDaemons/MonsterEssenceModLightning1	Daemon
Metadata/Monsters/EssenceModDaemons/MonsterEssenceModSpeed1	Daemon
Metadata/Monsters/EssenceModDaemons/MonsterEssenceModLife1	Daemon
Metadata/Monsters/EssenceModDaemons/MonsterEssenceModMana1	Daemon
Metadata/Monsters/EssenceModDaemons/MonsterEssenceModDefences1	Daemon
Metadata/Monsters/EssenceModDaemons/MonsterEssenceModPhysical1	Daemon
Metadata/Monsters/EssenceModDaemons/MonsterEssenceModChaos1	Daemon
Metadata/Monsters/EssenceModDaemons/MonsterEssenceModAttack1	Daemon
Metadata/Monsters/EssenceModDaemons/MonsterEssenceModCaster1	Daemon
Metadata/Monsters/EssenceModDaemons/MonsterEssenceModAttribute1	Daemon
Metadata/Monsters/EssenceModDaemons/MonsterEssenceModFire2	Daemon
Metadata/Monsters/EssenceModDaemons/MonsterEssenceModCold2	Daemon
Metadata/Monsters/EssenceModDaemons/MonsterEssenceModLightning2	Daemon
Metadata/Monsters/EssenceModDaemons/MonsterEssenceModLife2	Daemon
Metadata/Monsters/EssenceModDaemons/MonsterEssenceModMana2	Daemon
Metadata/Monsters/EssenceModDaemons/MonsterEssenceModDefences2	Daemon
Metadata/Monsters/EssenceModDaemons/MonsterEssenceModPhysical2	Daemon
Metadata/Monsters/EssenceModDaemons/MonsterEssenceModChaos2	Daemon
Metadata/Monsters/EssenceModDaemons/MonsterEssenceModAttack2	Daemon
Metadata/Monsters/EssenceModDaemons/MonsterEssenceModCaster2	Daemon
Metadata/Monsters/EssenceModDaemons/MonsterEssenceModAttribute2	Daemon
Metadata/Monsters/EssenceModDaemons/MonsterCorruptedEssenceHysteria	Daemon
Metadata/Monsters/EssenceModDaemons/HysteriaExplodingOrbDaemon	Daemon
Metadata/Monsters/EssenceModDaemons/MonsterCorruptedEssenceInsanity	Daemon
Metadata/Monsters/EssenceModDaemons/MonsterCorruptedEssenceInsanityProxTrigger	Daemon
Metadata/Monsters/EssenceModDaemons/MonsterCorruptedEssenceDelirium	Daemon
Metadata/Monsters/EssenceModDaemons/MonsterCorruptedEssenceHorror	Daemon
Metadata/Monsters/EssenceModDaemons/HorrorReaperBoss	Essence of Horror
Metadata/Monsters/EssenceModDaemons/EssenceModChaos1/ChaosEssenceVine	ChaosEssenceVine
Metadata/Monsters/Skeletons/Essence/EssenceSkeletonCasterFire	Risen Rattler
Metadata/Monsters/Skeletons/Essence/EssenceSkeletonCasterCold	Risen Rattler
Metadata/Monsters/Skeletons/Essence/EssenceSkeletonCasterLightning	Risen Rattler
Metadata/Monsters/EssenceModDaemons/EssenceModDefense1/EssenceBoneWall	Bone Wall
Metadata/Monsters/MarakethSanctumTrial/Hazards/GroundSpike	Daemon
Metadata/Monsters/MarakethSanctumTrial/Hazards/LaserCrossBeamTurret	Daemon
Metadata/Monsters/MarakethSanctumTrial/Hazards/BulletHellTurret	Daemon
Metadata/Monsters/MarakethSanctumTrial/Hazards/ProxMine	Daemon
Metadata/Monsters/MarakethSanctumTrial/Hazards/PressurePlate_PoisonGas	Daemon
Metadata/Monsters/MarakethSanctumTrial/Hazards/QuicksandPit	Daemon
Metadata/Monsters/MarakethSanctumTrial/Hazards/ProjectilePortal	Daemon
Metadata/Monsters/MarakethSanctumTrial/Hazards/TimeRewindTrap	Daemon
Metadata/Monsters/Pirates/CampExplosion	Daemon
Metadata/Monsters/Daemon/ChestDaemonFreeze	Daemon
Metadata/Monsters/Strongbox/Daemon/StrongboxLightningDaemon	Daemon
Metadata/Monsters/Strongbox/Daemon/StrongboxIceSpikeDaemon	Daemon
Metadata/Monsters/Strongbox/Daemon/StrongboxFlameVolatileDaemon	Daemon
Metadata/Monsters/Strongbox/Daemon/StrongboxChaosProjectileDaemon	Daemon
Metadata/Monsters/SummonRagingSpirit/RagingFireSpirit	Raging Fire Spirit
Metadata/Monsters/VaalMonsters/Zealots/VaalZealotDaggersBloodExpedition	Blood Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalZealotDaggersColdExpedition	Gelid Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalZealotKnifestickBloodExpedition	Blood Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalZealotKnifestickColdExpedition	Gelid Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearBloodExpedition	Blood Zealot
Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearColdExpedition	Gelid Zealot
Metadata/Monsters/LeagueRitual/RitualWispDaemon	Ritual Wisp
Metadata/Monsters/RogueExiles/Str/ExileWarrior1	Taua, the Ruthless
Metadata/Monsters/RogueExiles/Str/ExileWarrior2	Raok, the Bloodthirsty
Metadata/Monsters/RogueExiles/Dex/ExileRanger1	Bronnach, the Manhunter
Metadata/Monsters/RogueExiles/Dex/ExileRanger2	Adrienne, the Malignant Rose
Metadata/Monsters/RogueExiles/Dex/ExileHuntress1	Nisha, the Fierce
Metadata/Monsters/RogueExiles/Dex/ExileHuntress2	Izel, Atziri's Chosen
Metadata/Monsters/RogueExiles/Int/ExileWitch1	Vasa, of the Death Akhara
Metadata/Monsters/RogueExiles/Int/ExileWitch2	Ciara, the Curse Weaver
Metadata/Monsters/RogueExiles/Int/ExileSorceress1	Nyassa, the Flaming Hand
Metadata/Monsters/RogueExiles/Int/ExileSorceress2	Hesperia, the Arcane Tempest
Metadata/Monsters/RogueExiles/StrDex/ExileMercenary1	Ulfred, the Afflicted
Metadata/Monsters/RogueExiles/StrDex/ExileMercenary2	Drusian, the Artillerist
Metadata/Monsters/RogueExiles/DexInt/ExileMonk1	Sondar, the Stormbinder
Metadata/Monsters/RogueExiles/DexInt/ExileMonk2	Doran, the Deft
Metadata/Monsters/TormentedSpirits/TormentedSpiritBase	Spirit Base
Metadata/Monsters/TormentedSpirits/TormentedSpiritoftheOwlPrimal	Spirit Of The Owl
Metadata/Monsters/TormentedSpirits/TormentedSpiritoftheSerpentPrimal	Spirit Of The Serpent
Metadata/Monsters/TormentedSpirits/TormentedSpiritofthePrimatePrimal	Spirit Of The Primate
Metadata/Monsters/TormentedSpirits/TormentedSpiritoftheBearWild	Spirit Of The Bear
Metadata/Monsters/TormentedSpirits/TormentedSpiritoftheBoarWild	Spirit Of The Boar
Metadata/Monsters/TormentedSpirits/TormentedSpiritoftheOxWild	Spirit Of The Ox
Metadata/Monsters/TormentedSpirits/TormentedSpiritoftheWolfVivid	Spirit Of The Wolf
Metadata/Monsters/TormentedSpirits/TormentedSpiritoftheStagVivid	Spirit Of The Stag
Metadata/Monsters/TormentedSpirits/TormentedSpiritoftheStagVividIntro	Spirit Of The Stag
Metadata/Monsters/TormentedSpirits/TormentedSpiritoftheCatVivid	Spirit Of The Cat
Metadata/Monsters/TormentedSpirits/TormentedSpiritoftheOwlPrimalViper	Spirit Of The Owl
Metadata/Monsters/TormentedSpirits/TormentedSpiritoftheSerpentPrimalViper	Spirit Of The Serpent
Metadata/Monsters/TormentedSpirits/TormentedSpiritofthePrimatePrimalViper	Spirit Of The Primate
Metadata/Monsters/TormentedSpirits/TormentedSpiritoftheBearWildViper	Spirit Of The Bear
Metadata/Monsters/TormentedSpirits/TormentedSpiritoftheBoarWildViper	Spirit Of The Boar
Metadata/Monsters/TormentedSpirits/TormentedSpiritoftheOxWildViper	Spirit Of The Ox
Metadata/Monsters/TormentedSpirits/TormentedSpiritoftheWolfVividViper	Spirit Of The Wolf
Metadata/Monsters/TormentedSpirits/TormentedSpiritoftheStagVividViper	Spirit Of The Stag
Metadata/Monsters/TormentedSpirits/TormentedSpiritoftheCatVividViper	Spirit Of The Cat
Metadata/Monsters/TormentedSpirits/TormentedSpiritoftheRabbitSacred_	Spirit Of The Rabbit
Metadata/Monsters/TormentedSpirits/TormentedSpiritoftheFoxSacred	Spirit Of The Fox
Metadata/Monsters/TormentedSpirits/TormentedSpiritoftheOwlPrimalPossesedDaemon	Spirit Of The Owl
Metadata/Monsters/TormentedSpirits/TormentedSpiritoftheOwlPrimalPossesedDaemonPlayer	Spirit Of The Owl
Metadata/Monsters/TormentedSpirits/SpiritoftheOwl	Spirit Of The Owl
Metadata/Monsters/TormentedSpirits/SpiritoftheOwlOnDeath	Spirit Of The Owl
Metadata/Monsters/TormentedSpirits/TormentedSpiritoftheSerpentPrimalPossesedDaemon	Spirit Of The Serpent
Metadata/Monsters/TormentedSpirits/TormentedSpiritofthePrimatePrimalPossesedDaemon	Spirit Of The Primate
Metadata/Monsters/TormentedSpirits/TormentedSpiritBearProxySlam_	Spirit Of The Bear
Metadata/Monsters/TormentedSpirits/TormentedSpiritoftheBearWildPossesedDaemon	Spirit Of The Bear
Metadata/Monsters/TormentedSpirits/TormentedSpiritoftheBoarWildPossesedDaemon	Spirit Of The Boar
Metadata/Monsters/TormentedSpirits/TormentedSpiritoftheOxWildPossesedDaemon	Spirit Of The Ox
Metadata/Monsters/TormentedSpirits/TormentedSpiritoftheWolfVividPossesedDaemon	Spirit Of The Wolf
Metadata/Monsters/TormentedSpirits/TormentedSpiritoftheStagVividPossesedDaemon	Spirit Of The Stag
Metadata/Monsters/TormentedSpirits/TormentedSpiritoftheCatVividPossesedDaemon	Spirit Of The Cat
Metadata/Monsters/TormentedSpirits/TormentedSpiritoftheRabbitSacredPossesedDaemon	Spirit Of The Rabbit
Metadata/Monsters/TormentedSpirits/Primates/PrimateChieftain	Primate Chieftain Spirit
Metadata/Monsters/TormentedSpirits/Primates/PrimateSpirit	Primate Spirit
Metadata/Monsters/TormentedSpirits/Stag/SpiritStag	Stag Spirit
Metadata/Monsters/TormentedSpirits/Boar/ExplodingSpiritBoar	Volatile Spirit Boar
Metadata/Monsters/TormentedSpirits/Ox/ChargingOx	Spirit Ox
Metadata/Monsters/PlagueBringer/TwilightOrderPlagueBringer	Gargantuan Wasp
Metadata/Monsters/PlagueNymph/TwilightOrderPlagueNymph	Nymph Wasp
Metadata/Monsters/PlagueNymph/TwilightOrderPlagueNymphEmerge	Nymph Wasp
Metadata/Monsters/PlagueSwarm/TwilightOrderPlagueSwarm	Swarming Wasp
Metadata/Monsters/PlagueSwarm/LargeParasiticCrab	Clawcrunch
Metadata/Monsters/Sanctified/Monstrosity/SanctifiedMonstrosity	Fettered Monstrosity
Metadata/Monsters/TumourMonsters/Statue07/QimarMonstrosity	Bloodbilge
Metadata/Monsters/TumourMonsters/Statue07/QimarMonstrositySpectre	Bloodbilge
Metadata/Monsters/Sanctified/Scythe/SanctifiedScythe_	Fettered Scythe
Metadata/Monsters/Sanctified/Snake/SanctifiedSnake	Fettered Snake
Metadata/Monsters/Sanctified/Spider/SanctifiedSpider	Fettered Spider
Metadata/Monsters/Sanctified/Tentacle/SanctifiedTentacle	Fettered Grasper
Metadata/Monsters/Sanctified/TriClaw/SanctifiedTriClaw	Fettered Thresher
Metadata/Monsters/Sanctified/Writhing/SanctifiedWrithing	Fettered Writher
Metadata/Monsters/Sanctified/Floppy/SanctifiedFloppy	Fettered Hook
Metadata/Monsters/Sanctified/Floppy/SanctifiedFloppyBig	Fettered Hook
Metadata/Monsters/Sanctified/Floppy/SanctifiedFloppyMinion	Fettered Hook
Metadata/Monsters/TormentedSpirits/Cat/SpiritOfTheCat	Spirit Of The Cat
Metadata/Monsters/NPC/Torment/TormentNPC	Delwyn
Metadata/Monsters/AnimatedItem/AnimatedWeaponPlayerSummoned	Animated Weapon
Metadata/Monsters/Daemon/ArtilleryPlayer/SummonArtilleryDaemon	Artillery Squad
Metadata/Monsters/Daemon/RavenousSwarmPlayer/RavenousSwarmPlayerSummoned	Ravenous Swarm
Metadata/Monsters/NPC/Digsite/KaruiChieftainDigsite_	Tavakai
Metadata/Monsters/NPC/Digsite/BoatCaptainDigsite__	Makoru
Metadata/Monsters/Daemon/MapModTemporalChainsDaemon	Daemon
Metadata/Monsters/Daemon/MapModElementalWeaknessDaemon	Daemon
Metadata/Monsters/Daemon/MapModEnfeebleDaemon	Daemon
Metadata/Monsters/Mtx/BrambleBash/BrambleBurrower	Bramble Burrower
Metadata/Monsters/HusbandMonster/BloodKnightBoss	Thane Wulfric
Metadata/Monsters/HusbandMonster/BloodKnightBossMAP_	Varloch, the Ashen Lord
Metadata/Monsters/HusbandMonster/BloodKnightBossSTANDALONE	Thane Wulfric
Metadata/Monsters/ReaperBoss/EzomyteReaperBoss	Siora, Blade of the Mists
Metadata/Monsters/ReaperBoss/EzomyteReaperBossMAP	Thariel, the Umbral Wraith
Metadata/Monsters/ReaperBoss/EzomyteReaperBossSTANDALONE	Siora, Blade of the Mists
Metadata/Monsters/ReaperBoss/EzomyteReaperBoss/Objects/VolatileOrb	Shackled Wraith
Metadata/Monsters/ReaperBoss/EzomyteReaperBoss/Objects/DarknessDaemon	Creeping Fire
Metadata/Monsters/WifeMonster/VampireQueenBoss	Lady Elswyth
Metadata/Monsters/WifeMonster/VampireQueenBossMAP_	Avelyne, the Withered Rose
Metadata/Monsters/WifeMonster/VampireQueenBoneWall	Bone Wall
Metadata/Monsters/WifeMonster/VampireQueenBossSTANDALONE	Lady Elswyth
Metadata/Monsters/ForsakenSon/FrozenOneBoss	Oswin, the Dread Warden
Metadata/Monsters/ForsakenSon/FrozenOneBossMAP_	Veynar, the Frostbane
Metadata/Monsters/ForsakenSon/FrozenOneBossSTANDALONE__	Oswin, the Dread Warden
Metadata/Monsters/Monsters/LivingLightningPlayerSummoned	Living Lightning
Metadata/Monsters/Monsters/CorpseBeetlePlayerSummoned	Corpse Beetle
Metadata/Monsters/Goblins/Beast/FireBeastBoss/FireBeastBoss	Vornas, the Fell Flame
Metadata/Monsters/Goblins/Beast/FireBeastBoss/FireBeastBossMAP__	Morvak, the Infernal
Metadata/Monsters/Goblins/Beast/FireBeastBoss/FireBeastBossSTANDALONE	Vornas, the Fell Flame
Metadata/Monsters/MudBurrower/DevourerDuo/DevourerBossDuoHead	Anundr, the Sandworm
Metadata/Monsters/MarakethSanctumTrial/Boss/Shakari/ShakariDuo	Akthi, the Final Sting
Metadata/Monsters/LeagueIncursionNew/Garrison/ShakariPinata	Anub, the Pinata
Metadata/Monsters/FaridunOlroth/FaridunOlroth_	Azmadi, the Faridun Prince
Metadata/Monsters/FaridunOlroth/FaridunOlrothMAP	Zahmir, the Blade Sovereign
Metadata/Monsters/FaridunOlroth/FaridunOlrothSTANDALONE	Azmadi, the Faridun Prince
Metadata/Monsters/FaridunOlroth/FaridunOlrothClone	Azmadi, the Faridun Prince
Metadata/Monsters/Pirates/CaptainSandstorm_	Elzarah, the Cobra Lord
Metadata/Monsters/Pirates/CaptainSandstormMAP_	Serath, the Scaled One
Metadata/Monsters/Pirates/CaptainSandstormSTANDALONE	Elzarah, the Cobra Lord
Metadata/Monsters/Pirates/CaptainSnadStormBossWave	Volatile Core
Metadata/Monsters/Pirates/SandArm	Sand Arm
Metadata/Monsters/LeagueAbyss/Blackblood/Collector	Blackblooded Proboscite
Metadata/Monsters/LeagueAbyss/Blackblood/CollectorSpectre	Blackblooded Proboscite
Metadata/Monsters/LeagueAbyss/LichBoss/KulemakBoss	Vessel of Kulemak
Metadata/Monsters/LeagueAbyss/Blackblood/Cretin	Blackblooded Cretin
Metadata/Monsters/LeagueAbyss/Blackblood/CretinSpectre	Blackblooded Cretin
Metadata/Monsters/LeagueAbyss/Blackblood/Cretin/BlackbloodRemnant	Blackblood Remnant
Metadata/Monsters/LeagueAbyss/Blackblood/PaleElite	Blackblooded Elite
Metadata/Monsters/LeagueAbyss/Blackblood/PaleEliteDepths	Blackblooded Elite
Metadata/Monsters/LeagueAbyss/Blackblood/PaleElitePinnacle	Blackblooded Elite
Metadata/Monsters/LeagueAbyss/Blackblood/PaleEliteSpectre_	Blackblooded Elite
Metadata/Monsters/LeagueAbyss/Blackblood/RumCarrier	Blackblooded Blisterboil
Metadata/Monsters/LeagueAbyss/Blackblood/RumCarrierSpectre	Blackblooded Blisterboil
Metadata/Monsters/LeagueAbyss/Blackblood/TarHulk	Blackblooded Tarhulk
Metadata/Monsters/LeagueAbyss/Blackblood/TarHulkDepths	Blackblooded Tarhulk
Metadata/Monsters/LeagueAbyss/Blackblood/TarHulkSpectre	Blackblooded Tarhulk
Metadata/Monsters/LeagueAbyss/Lightless/Cocoon3	Lightless Abomination
Metadata/Monsters/LeagueAbyss/Lightless/Cocoon3Depths	Lightless Abomination
Metadata/Monsters/LeagueAbyss/Lightless/Cocoon3Spectre	Lightless Abomination
Metadata/Monsters/LeagueAbyss/Lightless/CarrionWingAbyss	Lightless Vengewing
Metadata/Monsters/LeagueAbyss/Lightless/CarrionWingAbyssSpectre	Lightless Vengewing
Metadata/Monsters/LeagueAbyss/Lightless/MorayClanCaster	Lightless Moray
Metadata/Monsters/LeagueAbyss/Lightless/MorayClanCasterDepths	Lightless Moray
Metadata/Monsters/LeagueAbyss/Lightless/MorayClanCasterSpectre	Lightless Moray
Metadata/Monsters/LeagueAbyss/Lightless/SerpentClanCasterAbyss	Lightless Serpent
Metadata/Monsters/LeagueAbyss/Lightless/SerpentClanCasterAbyssPinnacle	Lightless Serpent
Metadata/Monsters/LeagueAbyss/Lightless/SerpentClanCasterAbyssSpectre	Lightless Serpent
Metadata/Monsters/TwilightOrder/TwilightOrderExcavators/Cleaver/ExcavatorCleaver	Zealous Guard
Metadata/Monsters/TwilightOrder/TwilightOrderExcavators/Maul/ExcavatorMaul	Zealous Pillarcrusher
Metadata/Monsters/TwilightOrder/TwilightOrderExcavators/Maul/ExcavatorMaulSpectre	Zealous Pillarcrusher
Metadata/Monsters/TwilightOrder/TwilightOrderExcavators/Orb/ExcavatorOrb	Zealous Excavator
Metadata/Monsters/TwilightOrder/TwilightOrderExcavators/Raptor/ExcavatorRaptor	Zealous Courser
Metadata/Monsters/TwilightOrder/TwilightOrderExcavators/Sceptre/ExcavatorSceptre	Zealous Shockwarden
Metadata/Monsters/LeagueAbyss/Pit/PrimordialMonster/MonolithicSlug_	Igrulog, the Incubator Queen
Metadata/Monsters/LeagueAbyss/Pit/PrimordialMonster/MonolithicSlugStandalone_	Igrulog, the Incubator Queen
Metadata/Monsters/PitifulFabrications/Interlude/PitifulFabricationFarmlands1_	Skullslinger
Metadata/Monsters/PitifulFabrications/Interlude/PitifulFabricationFarmlands2_	Ribrattle
Metadata/Monsters/PitifulFabrications/Interlude/PitifulFabricationFarmlands3_	Spinesnatcher
Metadata/Monsters/LeagueAbyss/Soulwrest/PhantasmalEye	Foul Eye
Metadata/Monsters/LeagueAbyss/Soulwrest/LightlessStalker	Lightless Stalker
Metadata/Monsters/LeagueAbyss/Fodder/PaleWalker1/KulemaksGrip_	Abyssal Walker
Metadata/Monsters/LeagueAbyss/Fodder/PaleWalker1/KulemaksGripPinnacle	Abyssal Walker
Metadata/Monsters/LeagueAbyss/Fodder/PaleWalker1/KulemaksGripSpectre	Abyssal Walker
Metadata/Monsters/LeagueAbyss/Fodder/PaleWalker3/KulemaksClutch_	Abyssal Strangler
Metadata/Monsters/LeagueAbyss/Fodder/PaleWalker3/KulemaksClutchPinnacle	Abyssal Strangler
Metadata/Monsters/LeagueAbyss/Fodder/PaleWalker3/KulemaksClutchSpectre	Abyssal Strangler
Metadata/Monsters/LeagueAbyss/Fodder/HuhuGrubLarvaeAbyss	Flesh Larva
Metadata/Monsters/LeagueAbyss/Fodder/HuhuGrubLarvaeAbyssSpectre	Flesh Larva
Metadata/Monsters/LeagueAbyss/Fodder/HuhuGrubLarvaeLargeAbyss	Gargantuan Larva
Metadata/Monsters/LeagueAbyss/Fodder/HuhuGrubLarvaeLargeAbyss_Landmark	Gargantuan Larva
Metadata/Monsters/LeagueAbyss/Fodder/HuhuGrubLarvaeLargeAbyssSpectre	Gargantuan Larva
Metadata/Monsters/VaalMonsters/Living/BloodPriests/BloodPool	Invisible
Metadata/Monsters/LeagueAbyss/Pit/FungalArtillery/FungalArtilleryAbyss	Fungoid of the Pit
Metadata/Monsters/LeagueAbyss/Pit/FungalArtillery/FungalArtilleryAbyssSpectre	Fungoid of the Pit
Metadata/Monsters/LeagueAbyss/Pit/CorpseStrider/CorpseStriderAbyss	Strider of the Pit
Metadata/Monsters/LeagueAbyss/Pit/CorpseStrider/CorpseStriderAbyssDepths	Strider of the Pit
Metadata/Monsters/LeagueAbyss/Pit/CorpseStrider/CorpseStriderAbyssNoEmerge	Strider of the Pit
Metadata/Monsters/LeagueAbyss/Pit/CorpseStrider/CorpseStriderAbyssSpectre	Strider of the Pit
Metadata/Monsters/LeagueAbyss/Pit/Cocoons2Abyss	Shepherd of the Pit
Metadata/Monsters/LeagueAbyss/Fodder/PaleWalker2/KulemaksGrasp_	Abyssal Shambler
Metadata/Monsters/LeagueAbyss/Fodder/PaleWalker2/KulemaksGraspPinnacle	Abyssal Shambler
Metadata/Monsters/LeagueAbyss/Fodder/PaleWalker2/KulemaksGraspSpectre	Abyssal Shambler
Metadata/Monsters/LeagueAbyss/Pit/Cocoons2Abyss_legs_inherit	Shepherd of the Pit
Metadata/Monsters/LeagueAbyss/Pit/Cocoons2Abyss_legs_inheritDepths	Shepherd of the Pit
Metadata/Monsters/LeagueAbyss/Pit/Cocoons2Abyss_legs_inheritNoEmerge	Shepherd of the Pit
Metadata/Monsters/LeagueAbyss/Pit/Cocoons2AbyssBoss	Strider of the Pit
Metadata/Monsters/LeagueAbyss/Pit/Cocoons2Abyss_legs_inheritBoss	Shepherd of the Pit
Metadata/Monsters/LeagueAbyss/Pit/PrimordialMonster3Abyss	Primordium of the Pit
Metadata/Monsters/LeagueAbyss/Pit/PrimordialMonster3AbyssNoEmerge	Primordium of the Pit
Metadata/Monsters/LeagueAbyss/Pit/PrimordialMonster3AbyssSpectre	Primordium of the Pit
